id	symbol	description	A2_rep1	A2_rep2	B2_rep1	B2_rep2	C2_rep1	C2_rep2	D3_rep1	D3_rep2	pUC57_rep1	pUC57_rep2
ENSG00000005471	ABCB4	"ATP binding cassette subfamily B member 4"	588	242	630	231	562	226	638	243	649	239
ENSG00000005483	KMT2E	"lysine methyltransferase 2E"	2426	878	2725	1065	2384	882	1984	975	2278	1055
ENSG00000005486	RHBDD2	"rhomboid domain containing 2"	711	303	663	349	687	291	690	329	677	365
ENSG00000005700	IBTK	"inhibitor of Bruton tyrosine kinase"	4795	2533	5883	3260	5055	3104	5206	3081	5036	3082
ENSG00000005801	ZNF195	"zinc finger protein 195"	801	265	818	295	819	318	658	302	839	308
ENSG00000005810	MYCBP2	"MYC binding protein 2, E3 ubiquitin protein ligase"	1953	1135	2674	1324	2089	1056	2480	1113	2172	1220
ENSG00000005812	FBXL3	"F-box and leucine rich repeat protein 3"	1530	525	1518	604	1581	654	1457	713	1481	738
ENSG00000005844	ITGAL	"integrin subunit alpha L"	401	191	424	169	401	141	507	126	438	138
ENSG00000005884	ITGA3	"integrin subunit alpha 3"	70	122	56	89	92	67	85	83	108	114
ENSG00000005889	ZFX	"zinc finger protein, X-linked"	2521	1247	2905	1444	2637	1381	2519	1359	2643	1529
ENSG00000005893	LAMP2	"lysosomal associated membrane protein 2"	4338	1775	4379	2359	4746	2701	5128	2867	4910	2759
ENSG00000006007	GDE1	"glycerophosphodiester phosphodiesterase 1"	894	362	944	430	964	444	889	410	966	401
ENSG00000006015	REX1BD	"required for excision 1-B domain containing"	697	459	689	471	598	349	734	347	669	363
ENSG00000006016	CRLF1	"cytokine receptor like factor 1"	2643	1112	2705	1146	2938	1017	3276	980	3170	1047
ENSG00000006042	TMEM98	"transmembrane protein 98"	790	295	798	366	828	380	894	383	943	386
ENSG00000006118	TMEM132A	"transmembrane protein 132A"	3497	2975	3537	2954	3768	2067	4770	2157	3833	2141
ENSG00000006125	AP2B1	"adaptor related protein complex 2 beta 1 subunit"	6757	3185	8789	4101	6210	3389	6887	3668	6396	4467
ENSG00000006194	ZNF263	"zinc finger protein 263"	847	460	902	530	886	410	905	433	943	424
ENSG00000006210	CX3CL1	"C-X3-C motif chemokine ligand 1"	1200	652	979	582	1240	526	1294	611	1234	575
ENSG00000006282	SPATA20	"spermatogenesis associated 20"	1036	953	1024	974	1103	782	1124	802	1036	786
ENSG00000006327	TNFRSF12A	"TNF receptor superfamily member 12A"	897	672	1046	802	969	806	963	789	934	834
ENSG00000006432	MAP3K9	"mitogen-activated protein kinase kinase kinase 9"	458	469	550	483	458	363	634	376	465	355
ENSG00000006451	RALA	"RAS like proto-oncogene A"	955	372	1103	436	1051	424	1043	485	1111	548
ENSG00000006453	BAIAP2L1	"BAI1 associated protein 2 like 1"	2160	1087	2181	1263	2212	1024	2067	1144	2345	1101
ENSG00000006459	KDM7A	"lysine demethylase 7A"	1077	517	1471	566	1084	504	1295	576	1170	614
ENSG00000006468	ETV1	"ETS variant 1"	892	172	919	229	928	244	826	222	914	213
ENSG00000006530	AGK	"acylglycerol kinase"	1619	459	1563	526	1661	645	1384	616	1684	602
ENSG00000006534	ALDH3B1	"aldehyde dehydrogenase 3 family member B1"	117	137	115	151	125	119	162	125	126	114
ENSG00000006576	PHTF2	"putative homeodomain transcription factor 2"	788	292	844	360	805	372	753	356	776	417
ENSG00000006607	FARP2	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"	880	467	965	501	975	468	1190	465	956	544
ENSG00000006611	USH1C	"USH1 protein network component harmonin"	562	458	557	493	723	413	649	405	710	420
ENSG00000006625	GGCT	"gamma-glutamylcyclotransferase"	1263	360	1215	427	1388	504	1229	495	1548	499
ENSG00000006634	DBF4	"DBF4 zinc finger"	2448	508	2433	618	2546	746	1690	752	2717	704
ENSG00000006652	IFRD1	"interferon related developmental regulator 1"	2734	1054	2900	1414	2716	1368	2359	1522	2717	1393
ENSG00000006695	COX10	"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor"	545	225	578	295	554	261	482	250	549	272
ENSG00000006704	GTF2IRD1	"GTF2I repeat domain containing 1"	458	249	465	257	488	195	475	213	475	242
ENSG00000006712	PAF1	"PAF1 homolog, Paf1/RNA polymerase II complex component"	2570	996	2329	983	2747	796	2025	865	2790	783
ENSG00000006715	VPS41	"VPS41, HOPS complex subunit"	1634	1057	1689	1235	1779	998	1817	992	1906	1058
ENSG00000006744	ELAC2	"elaC ribonuclease Z 2"	2866	1389	2844	1499	2987	1262	3107	1281	3054	1255
ENSG00000006756	ARSD	"arylsulfatase D"	197	86	193	138	217	98	237	104	221	112
ENSG00000006831	ADIPOR2	"adiponectin receptor 2"	3260	1493	3682	1893	3521	1815	3967	1921	3653	2081
ENSG00000007047	MARK4	"microtubule affinity regulating kinase 4"	569	327	600	370	581	220	581	280	614	320
ENSG00000007062	PROM1	"prominin 1"	1686	1385	1851	1716	1858	1588	1478	1563	1960	1687
ENSG00000007080	CCDC124	"coiled-coil domain containing 124"	744	216	739	251	755	227	705	258	748	234
ENSG00000007168	PAFAH1B1	"platelet activating factor acetylhydrolase 1b regulatory subunit 1"	3016	1373	3250	1542	3104	1573	3371	1693	3505	1619
ENSG00000007202	KIAA0100	"KIAA0100"	7555	4583	8230	4624	7653	3578	9537	3807	8261	3804
ENSG00000007255	TRAPPC6A	"trafficking protein particle complex 6A"	337	208	331	231	356	238	428	207	361	251
ENSG00000007341	ST7L	"suppression of tumorigenicity 7 like"	542	147	657	204	582	211	396	192	597	188
ENSG00000007376	RPUSD1	"RNA pseudouridylate synthase domain containing 1"	753	465	675	437	746	338	828	377	835	378
ENSG00000007384	RHBDF1	"rhomboid 5 homolog 1"	385	329	357	336	417	271	432	263	403	292
ENSG00000007392	LUC7L	"LUC7 like"	963	457	1014	475	1045	436	979	476	1118	384
ENSG00000007520	TSR3	"TSR3, acp transferase ribosome maturation factor"	656	387	616	386	732	291	760	301	772	353
ENSG00000007541	PIGQ	"phosphatidylinositol glycan anchor biosynthesis class Q"	190	242	208	242	201	155	315	153	208	160
ENSG00000007545	CRAMP1	"cramped chromatin regulator homolog 1"	312	252	319	259	295	169	377	160	294	200
ENSG00000007866	TEAD3	"TEA domain transcription factor 3"	551	327	511	365	557	260	678	333	608	303
ENSG00000007923	DNAJC11	"DnaJ heat shock protein family (Hsp40) member C11"	2643	1219	2415	1300	2626	918	2491	1026	2881	1081
ENSG00000007968	E2F2	"E2F transcription factor 2"	585	342	552	372	641	290	705	298	679	313
ENSG00000008018	PSMB1	"proteasome subunit beta 1"	5782	1947	6032	2550	6618	3417	7091	3332	7142	3277
ENSG00000008083	JARID2	"jumonji and AT-rich interaction domain containing 2"	988	439	989	502	1006	349	945	375	998	406
ENSG00000008130	NADK	"NAD kinase"	1669	966	1733	1079	1759	859	1983	862	1849	889
ENSG00000008282	SYPL1	"synaptophysin like 1"	968	229	1225	314	928	435	959	431	868	544
ENSG00000008294	SPAG9	"sperm associated antigen 9"	3853	2710	4279	2983	4300	2730	4349	2809	4486	2769
ENSG00000008311	AASS	"aminoadipate-semialdehyde synthase"	659	324	698	346	647	290	680	287	725	329
ENSG00000008323	PLEKHG6	"pleckstrin homology and RhoGEF domain containing G6"	419	374	373	320	420	260	529	299	424	308
ENSG00000008324	SS18L2	"SS18 like 2"	613	170	577	231	676	335	736	330	672	333
ENSG00000008394	MGST1	"microsomal glutathione S-transferase 1"	5733	941	5400	1275	5904	2068	4049	2130	5746	2268
ENSG00000008405	CRY1	"cryptochrome circadian regulator 1"	1248	672	1370	829	1330	754	1593	866	1437	842
ENSG00000008513	ST3GAL1	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"	526	242	616	252	582	184	821	219	685	215
ENSG00000008517	IL32	"interleukin 32"	942	721	931	863	1044	758	827	808	972	858
ENSG00000008710	PKD1	"polycystin 1, transient receptor potential channel interacting"	916	1155	1017	1121	956	619	1486	646	1005	653
ENSG00000008838	MED24	"mediator complex subunit 24"	1426	956	1461	991	1606	695	1996	780	1703	831
ENSG00000008853	RHOBTB2	"Rho related BTB domain containing 2"	492	339	469	330	522	250	590	281	533	314
ENSG00000008869	HEATR5B	"HEAT repeat containing 5B"	943	450	1036	465	959	456	973	535	1013	481
ENSG00000008952	SEC62	"SEC62 homolog, preprotein translocation factor"	2770	878	3017	1043	3125	1101	2622	1164	2972	1210
ENSG00000008988	RPS20	"ribosomal protein S20"	18312	2499	17902	3364	19080	5583	12311	5684	20369	5732
ENSG00000009307	CSDE1	"cold shock domain containing E1"	28965	10578	29490	12156	31432	12840	29509	12992	33669	12856
ENSG00000009335	UBE3C	"ubiquitin protein ligase E3C"	3673	2102	4049	2360	3975	2062	4865	2210	4166	2153
ENSG00000009413	REV3L	"REV3 like, DNA directed polymerase zeta catalytic subunit"	2008	806	2447	868	1980	835	1766	928	2055	948
ENSG00000009780	FAM76A	"family with sequence similarity 76 member A"	247	107	195	90	227	100	219	118	234	104
ENSG00000009830	POMT2	"protein O-mannosyltransferase 2"	361	228	345	280	348	213	434	265	344	278
ENSG00000009844	VTA1	"vesicle trafficking 1"	3416	879	3538	1138	3779	1561	3311	1521	3875	1618
ENSG00000009954	BAZ1B	"bromodomain adjacent to zinc finger domain 1B"	5871	2690	6404	2776	6369	2220	5755	2352	6692	2428
ENSG00000010017	RANBP9	"RAN binding protein 9"	1300	380	1394	460	1348	468	1039	574	1386	544
ENSG00000010072	SPRTN	"SprT-like N-terminal domain"	802	274	799	298	855	384	800	372	857	349
ENSG00000010165	METTL13	"methyltransferase like 13"	555	460	683	500	601	398	981	417	634	467
ENSG00000010244	ZNF207	"zinc finger protein 207"	5087	1592	4819	1812	5135	2239	4877	2123	5011	2305
ENSG00000010256	UQCRC1	"ubiquinol-cytochrome c reductase core protein 1"	5627	3007	5735	3353	6105	3159	7175	3110	6587	3267
ENSG00000010270	STARD3NL	"STARD3 N-terminal like"	845	289	866	379	930	500	855	505	1028	475
ENSG00000010278	CD9	"CD9 molecule"	152	114	153	153	220	209	231	206	166	194
ENSG00000010292	NCAPD2	"non-SMC condensin I complex subunit D2"	8359	4264	9108	4228	8775	3512	12300	3682	9302	3747
ENSG00000010295	IFFO1	"intermediate filament family orphan 1"	470	268	485	270	471	228	517	241	473	228
ENSG00000010322	NISCH	"nischarin"	482	327	480	313	537	233	529	244	523	279
ENSG00000010404	IDS	"iduronate 2-sulfatase"	171	60	190	94	149	68	129	100	107	114
ENSG00000010539	ZNF200	"zinc finger protein 200"	245	100	242	122	276	130	307	137	274	150
ENSG00000010803	SCMH1	"Scm polycomb group protein homolog 1"	923	413	926	462	981	471	905	444	932	439
ENSG00000010810	FYN	"FYN proto-oncogene, Src family tyrosine kinase"	1530	457	1649	584	1573	501	1398	475	1763	476
ENSG00000010818	HIVEP2	"human immunodeficiency virus type I enhancer binding protein 2"	946	514	1165	639	961	458	760	556	777	543
ENSG00000011007	ELOA	"elongin A"	1191	510	1185	489	1388	462	1097	494	1300	509
ENSG00000011009	LYPLA2	"lysophospholipase II"	2077	1236	2014	1365	2119	1358	2727	1328	2055	1454
ENSG00000011021	CLCN6	"chloride voltage-gated channel 6"	811	591	958	633	859	505	943	541	754	636
ENSG00000011105	TSPAN9	"tetraspanin 9"	1439	1397	1436	1385	1542	1048	2656	1016	1782	1080
ENSG00000011114	BTBD7	"BTB domain containing 7"	1222	545	1446	644	1215	584	1330	669	1267	682
ENSG00000011132	APBA3	"amyloid beta precursor protein binding family A member 3"	391	218	368	244	393	187	421	181	375	192
ENSG00000011198	ABHD5	"abhydrolase domain containing 5"	423	204	448	244	482	241	474	271	502	238
ENSG00000011243	AKAP8L	"A-kinase anchoring protein 8 like"	1460	635	1342	676	1474	524	1408	618	1543	552
ENSG00000011258	MBTD1	"mbt domain containing 1"	616	237	769	285	528	272	704	293	570	301
ENSG00000011260	UTP18	"UTP18, small subunit processome component"	1288	555	1221	648	1441	715	1533	698	1595	663
ENSG00000011275	RNF216	"ring finger protein 216"	2488	1355	2440	1334	2439	1053	2611	1152	2652	1186
ENSG00000011295	TTC19	"tetratricopeptide repeat domain 19"	1142	457	1093	540	1135	517	1069	587	1209	531
ENSG00000011304	PTBP1	"polypyrimidine tract binding protein 1"	11889	5517	11848	5694	12773	4868	13433	5212	13354	5307
ENSG00000011347	SYT7	"synaptotagmin 7"	1608	1318	1568	1347	1767	1133	1433	1229	1558	1288
ENSG00000011376	LARS2	"leucyl-tRNA synthetase 2, mitochondrial"	1708	975	1646	1024	1814	817	2299	890	1963	854
ENSG00000011405	PIK3C2A	"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"	3696	1534	4627	1911	3737	1971	3789	2031	3709	2016
ENSG00000011426	ANLN	"anillin actin binding protein"	9401	2996	9074	3204	10026	3432	8728	3428	10797	3425
ENSG00000011451	WIZ	"widely interspaced zinc finger motifs"	1006	509	1066	524	981	327	973	371	993	406
ENSG00000011454	RABGAP1	"RAB GTPase activating protein 1"	1273	575	1366	619	1408	578	1308	551	1469	630
ENSG00000011478	QPCTL	"glutaminyl-peptide cyclotransferase like"	359	241	382	246	426	222	489	218	362	224
ENSG00000011485	PPP5C	"protein phosphatase 5 catalytic subunit"	2637	973	2409	1088	2813	981	2657	1107	2819	1138
ENSG00000011523	CEP68	"centrosomal protein 68"	393	213	466	237	471	180	499	225	471	201
ENSG00000011566	MAP4K3	"mitogen-activated protein kinase kinase kinase kinase 3"	2333	653	2219	809	2368	790	2021	834	2339	858
ENSG00000012048	BRCA1	"BRCA1, DNA repair associated"	1941	840	2187	893	2090	842	2086	869	2247	801
ENSG00000012061	ERCC1	"ERCC excision repair 1, endonuclease non-catalytic subunit"	934	332	1004	371	885	367	785	331	894	345
ENSG00000012171	SEMA3B	"semaphorin 3B"	320	409	330	476	327	299	288	358	352	355
ENSG00000012174	MBTPS2	"membrane bound transcription factor peptidase, site 2"	733	259	1107	327	626	265	550	318	606	414
ENSG00000012232	EXTL3	"exostosin like glycosyltransferase 3"	1331	885	1456	998	1493	729	2079	696	1537	710
ENSG00000012504	NR1H4	"nuclear receptor subfamily 1 group H member 4"	7034	2072	6919	2277	7732	2473	7739	2578	8754	2374
ENSG00000012660	ELOVL5	"ELOVL fatty acid elongase 5"	4305	1373	4633	1879	4628	2177	4613	2255	4619	2260
ENSG00000012822	CALCOCO1	"calcium binding and coiled-coil domain 1"	502	283	527	343	486	285	490	265	452	266
ENSG00000012963	UBR7	"ubiquitin protein ligase E3 component n-recognin 7 (putative)"	544	198	544	211	531	223	612	218	623	232
ENSG00000012983	MAP4K5	"mitogen-activated protein kinase kinase kinase kinase 5"	660	229	714	251	686	248	520	282	674	286
ENSG00000013275	PSMC4	"proteasome 26S subunit, ATPase 4"	6920	2955	6876	3299	7670	3409	7097	3433	7964	3529
ENSG00000013288	MAN2B2	"mannosidase alpha class 2B member 2"	1401	835	1420	861	1416	679	1405	682	1400	665
ENSG00000013306	SLC25A39	"solute carrier family 25 member 39"	3303	1538	3291	1608	3446	1456	3543	1512	3654	1557
ENSG00000013364	MVP	"major vault protein"	162	275	168	313	173	218	180	241	149	224
ENSG00000013374	NUB1	"negative regulator of ubiquitin like proteins 1"	2035	769	2041	866	2298	809	1739	888	2317	849
ENSG00000013375	PGM3	"phosphoglucomutase 3"	6475	2751	7337	3410	6632	3512	6441	3423	6619	3340
ENSG00000013441	CLK1	"CDC like kinase 1"	975	336	988	422	1069	492	820	497	991	512
ENSG00000013503	POLR3B	"RNA polymerase III subunit B"	1604	667	1717	760	1608	630	1740	721	1678	721
ENSG00000013523	ANGEL1	"angel homolog 1"	202	117	225	125	232	94	293	133	230	106
ENSG00000013561	RNF14	"ring finger protein 14"	1041	620	1098	713	1136	706	1267	690	1188	708
ENSG00000013573	DDX11	"DEAD/H-box helicase 11"	1208	854	1056	775	1270	560	1367	644	1310	571
ENSG00000013583	HEBP1	"heme binding protein 1"	257	72	258	103	211	104	234	107	238	107
ENSG00000013810	TACC3	"transforming acidic coiled-coil containing protein 3"	2904	1262	3256	1250	2920	851	3583	1002	3195	1123
ENSG00000014123	UFL1	"UFM1 specific ligase 1"	2119	757	2334	989	2310	1013	2052	993	2189	982
ENSG00000014138	POLA2	"DNA polymerase alpha 2, accessory subunit"	711	309	721	326	741	321	800	310	790	350
ENSG00000014164	ZC3H3	"zinc finger CCCH-type containing 3"	412	198	484	245	432	136	460	203	457	195
ENSG00000014216	CAPN1	"calpain 1"	2076	1655	1986	1638	2285	1210	2231	1260	2132	1282
ENSG00000014641	MDH1	"malate dehydrogenase 1"	2556	1236	2519	1427	2859	1825	4066	1705	3160	1871
ENSG00000014824	SLC30A9	"solute carrier family 30 member 9"	3058	909	2930	1088	3276	1227	2832	1262	3265	1164
ENSG00000014919	COX15	"COX15, cytochrome c oxidase assembly homolog"	1392	613	1414	615	1404	659	1590	651	1538	724
ENSG00000015133	CCDC88C	"coiled-coil domain containing 88C"	971	596	996	498	999	350	1163	379	1219	376
ENSG00000015153	YAF2	"YY1 associated factor 2"	475	139	511	161	473	199	387	219	478	191
ENSG00000015171	ZMYND11	"zinc finger MYND-type containing 11"	2629	799	2647	868	2771	906	1962	1017	2741	894
ENSG00000015475	BID	"BH3 interacting domain death agonist"	1311	488	1222	591	1385	692	1413	788	1507	737
ENSG00000015479	MATR3	"matrin 3"	17909	6610	17403	7201	19125	7100	17440	7333	20147	7027
ENSG00000015520	NPC1L1	"NPC1 like intracellular cholesterol transporter 1"	417	282	510	315	338	274	576	290	311	305
ENSG00000015532	XYLT2	"xylosyltransferase 2"	756	370	721	405	857	289	864	313	857	305
ENSG00000015676	NUDCD3	"NudC domain containing 3"	1495	1165	1577	1137	1566	870	2134	866	1700	939
ENSG00000016391	CHDH	"choline dehydrogenase"	800	536	803	488	783	432	1021	476	877	463
ENSG00000016864	GLT8D1	"glycosyltransferase 8 domain containing 1"	298	135	293	151	316	145	362	147	311	152
ENSG00000017260	ATP2C1	"ATPase secretory pathway Ca2+ transporting 1"	1974	884	2290	1038	1979	934	2231	1035	2001	1114
ENSG00000017797	RALBP1	"ralA binding protein 1"	2441	1125	2426	1198	2643	1048	2358	1094	2814	1086
ENSG00000018189	RUFY3	"RUN and FYVE domain containing 3"	785	389	831	451	814	407	888	391	934	409
ENSG00000018408	WWTR1	"WW domain containing transcription regulator 1"	222	124	288	129	217	122	205	131	228	152
ENSG00000018510	AGPS	"alkylglycerone phosphate synthase"	5782	2661	6469	3063	6042	3044	6115	3257	6106	3274
ENSG00000018610	CXorf56	"chromosome X open reading frame 56"	799	335	772	345	811	300	714	301	903	286
ENSG00000018699	TTC27	"tetratricopeptide repeat domain 27"	1044	328	1017	373	1058	388	962	361	1095	356
ENSG00000018869	ZNF582	"zinc finger protein 582"	153	95	172	97	189	91	161	87	157	103
ENSG00000019144	PHLDB1	"pleckstrin homology like domain family B member 1"	760	620	784	614	874	355	863	477	850	450
ENSG00000019995	ZRANB1	"zinc finger RANBP2-type containing 1"	2154	709	2191	850	2319	763	1829	801	2214	770
ENSG00000020129	NCDN	"neurochondrin"	746	509	712	620	764	409	892	450	765	419
ENSG00000020256	ZFP64	"ZFP64 zinc finger protein"	958	362	945	478	887	351	985	398	909	425
ENSG00000020426	MNAT1	"MNAT1, CDK activating kinase assembly factor"	683	146	653	216	688	237	463	244	690	236
ENSG00000020577	SAMD4A	"sterile alpha motif domain containing 4A"	143	115	186	115	199	108	160	113	215	117
ENSG00000020922	MRE11	"MRE11 homolog, double strand break repair nuclease"	555	200	580	228	631	232	629	253	714	262
ENSG00000021300	PLEKHB1	"pleckstrin homology domain containing B1"	523	222	411	253	519	272	478	254	511	230
ENSG00000021355	SERPINB1	"serpin family B member 1"	1753	583	1847	766	1956	860	1833	993	1938	939
ENSG00000021574	SPAST	"spastin"	1329	452	1338	504	1231	591	1182	593	1301	561
ENSG00000021776	AQR	"aquarius intron-binding spliceosomal factor"	3174	993	3272	1084	3215	1073	2851	1125	3429	1112
ENSG00000021826	CPS1	"carbamoyl-phosphate synthase 1"	281	348	313	351	328	280	400	334	379	414
ENSG00000022277	RTF2	"replication termination factor 2"	1761	872	1672	920	1961	961	2113	923	1907	972
ENSG00000022567	SLC45A4	"solute carrier family 45 member 4"	1115	794	1306	814	1180	559	1538	604	1319	677
ENSG00000022840	RNF10	"ring finger protein 10"	3295	2195	3389	2414	3473	1878	4114	1916	3655	1927
ENSG00000022976	ZNF839	"zinc finger protein 839"	198	110	221	109	213	83	224	111	226	102
