id	symbol	description	A2_rep1	A2_rep2	B2_rep1	B2_rep2	C2_rep1	C2_rep2	D3_rep1	D3_rep2	pUC57_rep1	pUC57_rep2
ENSG00000001617	SEMA3F	"semaphorin 3F"	251.396815945644	291.824557713837	229.493588094282	256.00750663092	251.038008489004	204.754004233498	313.789689340753	204.167736768495	252.691896948448	176.469147611717
ENSG00000001629	ANKIB1	"ankyrin repeat and IBR domain containing 1"	1029.46293903998	1103.71634397915	988.639533461877	1101.26134137323	988.713867658566	1085.4973312673	1087.5360600656	1096.6724146422	1054.29035667694	1070.19999196783
ENSG00000001630	CYP51A1	"cytochrome P450 family 51 subfamily A member 1"	632.7053943213	1953.1051404535	716.746836716746	1719.11186016964	697.40238187186	1382.08952857611	1043.28366797909	1190.00623716494	781.461059200469	1297.90211791843
ENSG00000001631	KRIT1	"KRIT1, ankyrin repeat containing"	1131.2856717554	816.782700640404	1182.46403015148	943.938292605626	1172.62941398473	921.393019050742	1004.39520220609	901.254723735214	1187.45703758808	860.998663750715
ENSG00000002016	RAD52	"RAD52 homolog, DNA repair protein"	254.907944659969	272.260900213468	242.953622586615	276.030440110433	259.092703948545	263.470226035751	241.376684108272	245.001284122194	256.589458340969	284.627657438253
ENSG00000002330	BAD	"BCL2 associated agonist of cell death"	109.547215886929	176.072917503321	119.121305257149	170.194934575863	144.313293650096	159.587679770226	136.780120994687	148.750779645618	129.269119518615	142.313828719126
ENSG00000002549	LAP3	"leucine aminopeptid	symbol	descriptionase 3"	3093.30439732001	2786.19088901088	2847.4702968531	2581.52820932296	3246.71349481635	2926.77782522	2848.9153632668	2816.05642642831	3267.45563406348	2695.42391594026
ENSG00000002746	HECW1	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"	147.467406001635	192.375965420295	154.117394937216	187.357448986874	161.093909190805	165.609856365329	155.553863091997	188.125986022399	140.312210130758	182.161700760482
ENSG00000002822	MAD1L1	"mitotic arrest deficient 1 like 1"	943.089172667598	1348.26206273376	919.320355826361	1207.0968469078	948.440390360864	855.14907650461	844.818394378951	850.21278954309	973.740754564841	786.995472816769
ENSG00000002834	LASP1	"LIM and SH3 protein 1"	5952.06539652313	7368.9776584723	5770.98978858788	7080.96740407645	6173.9240697376	4840.32443831395	4513.07350203549	5518.36225665704	6062.65674606648	6008.48984852152
ENSG00000002919	SNX11	"sorting nexin 11"	121.485053515633	207.048708545571	136.619350097183	240.275201754159	118.13553340659	213.787269126152	205.840672281221	189.584326999317	139.662616565337	179.315424186099
ENSG00000003056	M6PR	"mannose-6-phosphate receptor, cation dependent"	3597.50248069703	3051.93057005756	3382.50666792335	3255.15689995516	3689.05052046943	3641.91129588847	3125.82805920212	3501.47668557969	3590.95322964272	3543.61433510625
ENSG00000003096	KLHL13	"kelch like family member 13"	179.769790173422	179.333527086715	174.307446675716	238.844992219908	181.230647839656	230.348254762685	199.806255178514	204.167736768495	189.681321102691	270.39627456634
ENSG00000003137	CYP26B1	"cytochrome P450 family 26 subfamily B member 1"	398.864221947279	544.521800426936	354.671908872981	506.294175124836	422.200287004235	326.703080284332	447.217356389493	425.835565260004	378.713048639961	370.015954669729
ENSG00000003147	ICA1	"islet cell autoantigen 1"	237.352301088346	241.285109171217	238.915612238915	248.856458959665	201.367386488506	257.448049440648	172.316132821739	231.876215329934	167.595139878405	212.047604791498
ENSG00000003249	DBNDD1	"dysbindin domain containing 1"	216.987754545263	223.351756462546	234.204600166599	201.659544329384	204.723509596648	228.84271061391	208.522635437979	223.126169468427	200.074818149414	230.548402524985
ENSG00000003393	ALS2	"ALS2, alsin Rho guanine nucleotid	symbol	descriptione exchange factor"	1379.87358472958	1633.56540128081	1514.25388038749	1584.67216395005	1511.59784790705	1595.87679770226	1460.99942964423	1580.84161897892	1460.28633506455	1555.49014790005
ENSG00000003400	CASP10	"caspase 10"	351.815097175329	520.067228551475	380.245974408414	430.493069809536	373.872114246993	415.530185062099	405.646927459735	348.543493483359	338.438247583911	367.169678095346
ENSG00000003402	CFLAR	"CASP8 and FADD like apoptosis regulator"	1157.97024998427	1437.92882627712	1242.36118364236	1274.3166950176	1171.28696474148	1100.55277275505	1178.0523166062	1249.79821721857	1197.8505346348	1295.05584134405
ENSG00000003436	TFPI	"tissue factor pathway inhibitor"	4289.19483741898	2954.11228255571	4149.72863398634	3129.29846094108	4294.49512917821	4195.95154263794	3997.46608514866	4169.39685300805	4181.43378060966	4098.63826711084
ENSG00000003509	NDUFAF7	"NADH:ubiquinone oxid	symbol	descriptionoreductase complex assembly factor 7"	242.970107031265	161.400174378044	232.858596717365	145.881372493597	220.1616758941	192.709651043292	189.748893340669	199.792713837742	227.357747897061	148.006381867891
ENSG00000003756	RBM5	"RNA binding motif protein 5"	1296.30872132866	1558.57138086273	1255.82121813469	1537.47524931977	1317.61393225646	1382.08952857611	1369.81268231444	1458.34097691782	1321.92290563005	1391.82924487306
ENSG00000003989	SLC7A2	"solute carrier family 7 member 2"	10166.1220794556	11462.6729904245	11255.9538442137	11465.9898360899	10138.8479096963	11127.4768036014	12811.7379998357	10660.4725412693	10663.7279699376	11611.3852851935
ENSG00000004059	ARF5	"ADP ribosylation factor 5"	1685.34178287583	1338.48023398358	1566.07501318297	1311.50214290812	1679.40400331414	1222.50184880589	1290.02427840088	1226.46476158789	1601.89773232615	1285.09387333371
ENSG00000004142	POLDIP2	"DNA polymerase delta interacting protein 2"	2407.22984654097	2435.67535879593	2325.22095855057	2314.07902641804	2227.12329456288	2288.4271061391	2349.39972532051	2148.13625899995	2352.82789395187	2237.17338746467
ENSG00000004399	PLXND1	"plexin D1"	3021.67737154778	4895.80528946733	3207.52621952301	3971.69187661488	2786.2534043793	2672.34086407691	2595.46984495311	3078.55780227352	2793.25233130675	3108.13401922572
ENSG00000004455	AK2	"adenylate kinase 2"	2635.45321297207	1788.44435649206	2416.07619137382	1796.34317501919	2647.30990770223	1990.3293646815	2156.96886882308	1855.00972263947	2755.57590451238	2013.74067637564
ENSG00000004478	FKBP4	"FK506 binding protein 4"	3977.40660758695	4010.54978757564	3546.0460870052	3841.54280899805	4137.42856771717	3724.71622407114	4661.9224572356	3710.01944527894	4567.29235846924	3674.54305752784
ENSG00000004487	KDM1A	"lysine demethylase 1A"	4702.10357422356	4207.81666737102	4478.82647732389	4024.60962938217	4810.66686321041	4012.2751564873	4465.46865600303	3966.68745721647	5016.81110574	3708.69837642044
ENSG00000004534	RBM6	"RNA binding motif protein 6"	1567.36785807452	1475.42583648616	1488.00681312744	1354.40842893565	1666.6507355032	1266.16262912038	1304.77507576305	1369.38217732583	1689.59286365787	1245.24600129236
ENSG00000004700	RECQL	"RecQ like helicase"	1304.03320450017	1361.30450106734	1318.41037852404	1443.08142005921	1413.59905314931	1502.53306047817	1251.13581262788	1465.63268180241	1388.83104286833	1347.71195797013
ENSG00000004766	VPS50	"VPS50, EARP/GARPII complex subunit"	627.789814121245	541.261190843541	611.758567676546	546.340042083862	649.074209114618	633.834086634579	596.736802378783	595.003118582471	617.113887149165	604.833772056287
ENSG00000004779	NDUFAB1	"NADH:ubiquinone oxid	symbol	descriptionoreductase subunit AB1"	906.573434038622	841.237272515865	870.191229929345	1031.18107419493	965.892230523202	1333.91211581529	1232.36207053057	1322.71526606446	1128.99361670026	1349.13509625732
ENSG00000004864	SLC25A13	"solute carrier family 25 member 13"	3068.02427057687	2936.17892984704	3095.13493151203	3245.1454332154	3120.52326595022	3438.66283580375	3102.36088158048	3282.72553904202	3095.96293279255	3387.06912351521
ENSG00000004866	ST7	"suppression of tumorigenicity 7"	766.830511208501	591.800639386161	742.320902252179	672.198481097946	743.716880764216	754.277618536637	655.069501038282	713.128737712815	706.757799177149	762.802121934518
ENSG00000004897	CDC27	"cell division cycle 27"	3834.15255604251	2204.1720783749	3667.18639743619	2289.76546433577	3769.59747506484	2791.27885183019	2978.3200855804	2792.72297079763	3741.6589368202	2554.53322550832
ENSG00000004961	HCCS	"holocytochrome c synthase"	297.041489231864	234.763890004427	317.656814019065	254.577297096669	306.078427462529	283.042299969836	285.629076194788	303.334923198907	319.600034186726	283.204519151062
ENSG00000004975	DVL2	"dishevelled segment polarity protein 2"	1006.28948952544	1503.14101794501	985.947526563411	1490.27833468949	1026.30244646975	1242.07392273997	1214.92931001163	1321.25692508755	1012.06677492463	1213.93695897415
ENSG00000005007	UPF1	"UPF1, RNA helicase and ATPase"	3185.29596963531	4682.23536175497	3173.87613329218	4316.37237436936	3286.98697211405	3251.97536135556	3683.00590501871	3341.05917811873	3325.26946138587	3344.37497489947
ENSG00000005020	SKAP2	"src kinase associated phosphoprotein 2"	405.184253633063	373.339797298707	395.725014074598	453.376422357551	398.036200625614	523.929363773951	344.632265643477	529.377774621169	399.500042733407	518.02233653762
ENSG00000005022	SLC25A5	"solute carrier family 25 member 5"	4428.9377602491	4287.70160216419	4313.94105479281	4765.45816812416	4668.3672434252	5883.66653341552	6058.55477111762	6033.15662150903	4751.12733748315	5807.82735002755
ENSG00000005075	POLR2J	"RNA polymerase II subunit J"	1191.67708564178	440.182293758301	1042.47967143121	487.701451179573	1171.95818936311	749.760986090309	754.302137838349	749.58726213576	1113.40337113018	633.296537800113
ENSG00000005100	DHX33	"DEAH-box helicase 33"	808.261830037532	935.794950434315	975.852500694161	853.835091947816	757.141373196783	788.905133958478	840.124958854624	781.670763627952	789.905775550932	855.30611060195
ENSG00000005108	THSD7A	"thrombospondin type 1 domain containing 7A"	288.614780317485	371.70949250701	325.059832989848	426.202441206783	285.941688813679	392.947022830463	260.820916994772	323.751696875756	257.888645471809	409.863826711084
ENSG00000005156	LIG3	"DNA ligase 3"	3208.46941914986	3686.11913402785	3095.13493151203	3233.7037569414	3244.69982095146	2749.12361566447	3124.48707762374	2681.88905655187	3338.26133269427	2674.07684163239
ENSG00000005175	RPAP3	"RNA polymerase II associated protein 3"	1585.62572738901	1049.91628585313	1548.57696834294	1039.76233140044	1610.93909190805	1174.32443604506	1238.39648763327	1297.92346945686	1618.13757146165	1188.32046980471
ENSG00000005189	REXO5	"RNA exonuclease 5"	207.156594145154	182.59413667011	188.440482892666	154.462629699102	187.271669434311	158.082135621451	193.771838075807	163.334189414796	215.665063719498	143.736967006318
ENSG00000005194	CIAPIN1	"cytokine induced apoptosis inhibitor 1"	788.599509237314	1004.26775168561	783.374007453795	946.798711674128	870.578334251975	1114.10267009403	1080.83115217371	1111.25582441138	841.223667219125	1046.00664108558
ENSG00000005206	SPPL2B	"signal peptid	symbol	descriptione peptidase like 2B"	384.117481347116	699.40075563819	403.801034769998	570.653604166129	379.913135841648	426.068994103529	437.830485340838	409.793814513908	376.114674378281	355.784571797816
ENSG00000005339	CREBBP	"CREB binding protein"	1297.01094707152	1718.34125044907	1618.56914770307	1487.41791562099	1145.10920449797	1056.89199244056	1194.14409554676	1260.006604057	1090.66759634047	1363.36647912923
ENSG00000005421	PON1	"paraoxonase 1"	387.62861006144	308.127605630811	391.687003726898	370.424269370996	394.680077517472	588.667762171307	541.086066876043	555.62791220569	429.381346742735	486.713294219412
ENSG00000005436	GCFC2	"GC-rich sequence DNA-binding factor 2"	333.557227860841	278.782119380258	333.808855409865	253.147087562418	341.653332408832	269.492402630854	313.119198551564	291.668195383564	324.147189144667	256.164891694428
ENSG00000005471	ABCB4	"ATP binding cassette subfamily B member 4"	412.908736804578	394.533759590774	423.991086508497	330.378402411969	377.228237355135	340.252977623313	427.773123502993	354.376857391031	421.586223957693	340.130050638712
ENSG00000005483	KMT2E	"lysine methyltransferase 2E"	1703.59965219031	1431.40760711033	1833.92969958041	1523.17315397726	1600.199497962	1327.88993922019	1330.25372575225	1421.88245249488	1479.77414202716	1501.41089298678
ENSG00000005486	RHBDD2	"rhomboid	symbol	description domain containing 2"	499.282503176964	493.982351884316	446.200143420847	499.143127453581	461.131315058679	438.113347293735	462.638644540854	479.794181405963	439.774843789458	519.445474824812
ENSG00000005700	IBTK	"inhibitor of Bruton tyrosine kinase"	3367.17243703733	4129.56203736955	3959.26914591983	4662.48308165809	3393.04046233133	4673.20903779984	3490.57504852129	4493.14854988381	3271.353195456	4386.11220112348
ENSG00000005801	ZNF195	"zinc finger protein 195"	562.482820034807	432.030769799814	550.51541073643	421.91181260403	549.732965113622	478.763039310679	441.182939286786	440.418975029182	545.009001387526	438.326592454909
ENSG00000005810	MYCBP2	"MYC binding protein 2, E3 ubiquitin protein ligase"	1371.4468758152	1850.39593857656	1799.60661162496	1893.59742334826	1402.18823458163	1589.85462110716	1662.81715719032	1623.13350730954	1410.91722409262	1736.22871037334
ENSG00000005812	FBXL3	"F-box and leucine rich repeat protein 3"	1074.40538658334	855.910015641142	1021.61661796809	863.846558687573	1061.20612679443	984.625873299322	976.905079849311	1039.79711654241	962.048070387278	1050.27605594715
ENSG00000005844	ITGAL	"integrin subunit alpha L"	281.592522888836	311.388215214206	285.352731237465	241.70541128841	269.16107327297	212.281724977377	339.93883011915	183.750963091646	284.521981654036	196.393083632395
ENSG00000005884	ITGA3	"integrin subunit alpha 3"	49.1558020005449	198.897184587084	37.6880965785331	127.288648548334	61.7526651898086	100.871457967973	56.9917170811197	121.042301084179	70.1561050653788	162.237764739804
ENSG00000005889	ZFX	"zinc finger protein, X-linked"	1770.31109776248	2032.99007524667	1955.0700100114	2065.22256745837	1770.01932723397	2079.15646945927	1688.96629796871	1981.88538763132	1716.87579340552	2175.97844111544
ENSG00000005893	LAMP2	"lysosomal associated membrane protein 2"	3046.25527254806	2893.79100526291	2947.07455209637	3373.86429129799	3185.63205424817	4066.47474584322	3438.27676696449	4181.06358082339	3189.50440621305	3926.4385343607
ENSG00000006007	GDE1	"glycerophosphodiester phosphodiesterase 1"	627.789814121245	590.170334594463	635.31362803813	614.990099727908	647.060535249733	668.46160205642	596.066311589594	597.919800536307	627.507384195888	570.678453163697
ENSG00000006015	REX1BD	"required for excision 1-B domain containing"	489.451342776855	748.309899389112	463.698188260881	673.628690632197	401.392323733756	525.434907922727	492.140239265199	506.044318990484	434.578095266096	516.599198250429
ENSG00000006016	CRLF1	"cytokine receptor like factor 1"	1855.982638392	1812.89892836752	1820.46966508807	1639.02012625159	1972.0579383441	1531.13839930491	2196.52782538527	1429.17415737946	2059.21160238195	1490.02578668925
ENSG00000006042	TMEM98	"transmembrane protein 98"	554.758336863293	480.939913550737	537.055376244097	523.456689535847	555.773986708277	572.106776534774	599.418765535542	558.544594159526	612.566732191224	549.331378855828
ENSG00000006118	TMEM132A	"transmembrane protein 132A"	2455.68342279865	4850.1567552998	2380.40709996914	4224.8389641773	2529.17437429564	3111.95975551942	3198.2410644346	3145.64148721174	2489.89213625553	3046.9390728765
ENSG00000006125	AP2B1	"adaptor related protein complex 2 beta 1 subunit"	4744.93934453832	5192.52076155626	5915.01215765585	5865.28929996314	4168.30490031208	5102.28912020092	4617.67006514908	5349.19470333457	4154.80044442743	6357.15872888338
ENSG00000006194	ZNF263	"zinc finger protein 263"	594.785204206594	749.94020418081	607.04755560423	758.011053153003	594.705014762722	617.273100998046	606.794164216628	631.461643005417	612.566732191224	603.410633769096
ENSG00000006210	CX3CL1	"C-X3-C motif chemokine ligand 1"	842.670891437913	1062.95872418671	658.868688399713	832.381948934052	832.318530819159	791.91622225603	867.615081211399	891.046336896789	801.598459728495	818.304515134977
ENSG00000006282	SPATA20	"spermatogenesis associated 20"	727.505869608065	1553.68046648763	689.153766007463	1393.02408636042	740.360757656074	1177.33552434261	753.63164704916	1169.58946348809	672.9789337753	1118.58669373233
ENSG00000006327	TNFRSF12A	"TNF receptor superfamily member 12A"	629.89649134984	1095.56482002066	703.959803949029	1147.02804646926	650.416658357875	1213.46858391323	645.682629989627	1150.63103078816	606.720390102443	1186.89733151751
ENSG00000006432	MAP3K9	"mitogen-activated protein kinase kinase kinase 9"	321.619390232137	764.612947306087	370.150948539164	690.791205043208	307.420876705786	546.512526005587	425.091160346234	548.336207321101	302.061007920381	505.214091952899
ENSG00000006451	RALA	"RAS like proto-oncogene A"	670.625584436006	606.473382511438	742.320902252179	623.571356933414	705.4570773314	638.350719080906	699.321893124799	707.295373805143	721.698451181813	779.879781380813
ENSG00000006453	BAIAP2L1	"BAI1 associated protein 2 like 1"	1516.80760458824	1772.14130857509	1467.81676138894	1806.35464175895	1484.74886304192	1541.67720834634	1385.90446125499	1668.34207759399	1523.29691091031	1566.87525419758
ENSG00000006459	KDM7A	"lysine demethylase 7A"	756.297125065527	842.867577307562	989.985536911111	809.498596386037	727.607489845136	758.794250982964	868.285572000589	840.004402704665	760.024471541604	873.806908335436
ENSG00000006468	ETV1	"ETS variant 1"	626.385362635516	280.412424171955	618.488584922713	327.517983343467	622.896448871113	367.352772301276	553.825391870646	323.751696875756	593.728518794039	303.128455171739
ENSG00000006530	AGK	"acylglycerol kinase"	1136.90347769832	748.309899389112	1051.90169557584	752.290215015999	1114.9040965247	971.07597596034	927.959252238467	898.338041781378	1093.91556416757	856.729248889141
ENSG00000006534	ALDH3B1	"aldehyde dehydrogenase 3 family member B1"	82.1604119151965	223.351756462546	77.3951983309162	215.961639671893	83.9030777035443	179.159753704311	108.619507848722	182.292622114728	81.8487892429419	162.237764739804
ENSG00000006576	PHTF2	"putative homeodomain transcription factor 2"	553.353885377563	476.048999175644	568.013455576463	514.875432330341	540.335820410825	560.062423344568	504.879564259802	519.169387782744	504.084606766055	593.448665758757
ENSG00000006607	FARP2	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"	617.958653721136	761.352337722692	649.446664255079	716.534976659725	654.444006087645	704.594661627038	797.884039135676	678.128554266787	621.011448541686	774.187228232048
ENSG00000006611	USH1C	"USH1 protein network component harmonin"	394.650867490089	746.679594597415	374.861960611481	705.093300385718	485.2954014373	621.789733444373	435.148522184079	590.628095651718	461.211431448324	597.718080620331
ENSG00000006625	GGCT	"gamma-glutamylcyclotransferase"	886.911113238404	586.909725011069	817.697095409245	610.699471125155	931.659774820155	758.794250982964	824.033179914073	721.878783574322	1005.57083927043	710.146005308441
ENSG00000006634	DBF4	"DBF4 zinc finger"	1719.04861853334	828.194834182286	1637.41319599234	883.869492167086	1708.93788666579	1123.13593498669	1133.1294337305	1096.6724146422	1764.94571724661	1001.88935418265
ENSG00000006652	IFRD1	"interferon related developmental regulator 1"	1919.88518099271	1718.34125044907	1951.70500138832	2022.31628143084	1823.04607234261	2059.58439552519	1581.68777169837	2219.59496686892	1764.94571724661	1982.43163405743
ENSG00000006695	COX10	"COX10, heme A:farnesyltransferase cytochrome c oxid	symbol	descriptionase assembly factor"	382.713029861386	366.818578131918	388.994996828431	421.91181260403	371.858440382108	392.947022830463	323.176560389408	364.585244229455	356.626867415676	387.093614116024
ENSG00000006704	GTF2IRD1	"GTF2I repeat domain containing 1"	321.619390232137	405.945893132656	312.945801946748	367.563850302494	327.557615354637	293.581109011266	318.483124865081	310.626628083496	308.556943574583	344.399465500286
ENSG00000006712	PAF1	"PAF1 homolog, Paf1/RNA polymerase II complex component"	1804.72015916286	1623.78357253062	1567.42101663221	1405.89597216868	1843.85403561309	1198.41314242547	1357.74384810903	1261.46494503392	1812.36604752229	1114.31727887076
ENSG00000006715	VPS41	"VPS41, HOPS complex subunit"	1147.43686384129	1723.23216482417	1136.69991287754	1766.30877479992	1194.10860187684	1502.53306047817	1218.28176395758	1446.67424910248	1238.12533569085	1505.68030784836
ENSG00000006744	ELAC2	"elaC ribonuclease Z 2"	2012.57897905088	2264.49335566771	1914.01690480979	2143.88409184217	2004.94794480389	1899.99671575496	2083.21488201222	1868.13479143173	1983.85874879321	1786.03855042504
ENSG00000006756	ARSD	"arylsulfatase D"	138.338471344391	140.206212085977	129.889332851016	197.368915726631	145.655742893353	147.543326580021	158.906317037946	151.667461599453	143.560177957858	159.391488165422
ENSG00000006831	ADIPOR2	"adiponectin receptor 2"	2289.25592173966	2434.04505400424	2477.99235003855	2707.38664833705	2363.38189275343	2732.56263002793	2659.83696071532	2801.47301665913	2372.9652944799	2961.55077564502
ENSG00000007047	MARK4	"microtubule affinity regulating kinase 4"	399.566447690144	533.109666885054	403.801034769998	529.177527672851	389.981505166074	331.219712730659	389.555148519183	408.33547353699	398.850449167987	455.404251901205
ENSG00000007062	PROM1	"prominin 1"	1183.95260247027	2257.97213650092	1245.72619226544	2454.23956077463	1247.13534698548	2390.80410825585	990.985386422294	2279.38694692256	1273.20338822354	2400.83429049166
ENSG00000007080	CCDC124	"coiled-coil domain containing 124"	522.455952691506	352.145835006641	497.348274491714	358.982593096988	506.774589329407	341.758521772089	472.696006378699	376.251972044798	485.89598693429	333.014359202756
ENSG00000007168	PAFAH1B1	"platelet activating factor acetylhydrolase 1b regulatory subunit 1"	2117.91284048062	2238.40847900055	2187.25560500415	2205.38310181496	2083.48122553441	2368.22094602421	2260.22445035829	2468.97127392187	2276.82544679771	2304.06088696266
ENSG00000007202	KIAA0100	"KIAA0100"	5305.31548734453	7471.68686034924	5538.80419359513	6613.28888637639	5136.88202932179	5386.83696431953	6394.47065650163	5551.90409912615	5366.29244393606	5413.61804447557
ENSG00000007255	TRAPPC6A	"trafficking protein particle complex 6A"	236.650075345481	339.103396673062	222.763570848115	330.378402411969	238.955965299694	358.319507408622	286.970057773168	301.876582221989	234.503277116683	357.207710085007
ENSG00000007341	ST7L	"suppression of tumorigenicity 7 like"	380.606352632791	239.65480437952	442.162133073147	291.762744987194	390.652729787702	317.669815391677	265.514352519099	280.001467568222	387.807358555844	267.549997991958
ENSG00000007376	RPUSD1	"RNA pseudourid	symbol	descriptionylate synthase domain containing 1"	528.775984377291	758.091728139297	454.276164116247	625.001566467665	500.733567734752	508.873922286194	555.166373449025	549.794548298019	542.410627125845	537.946272558298
ENSG00000007384	RHBDF1	"rhomboid	symbol	description 5 homolog 1"	270.356911002997	536.370276468449	240.261615688149	480.550403508319	279.900667219024	408.002464318221	289.652020929926	383.543676929387	261.78620686433	415.556379859849
ENSG00000007392	LUC7L	"LUC7 like"	676.243390378925	745.049289805718	682.423748761296	679.349528769201	701.42972960163	656.417248866215	656.410482616662	694.170305012883	726.245606139755	546.485102281446
ENSG00000007520	TSR3	"TSR3, acp transferase ribosome maturation factor"	460.660087319393	630.927954386899	414.569062363864	552.060880220866	491.336423031955	438.113347293735	509.572999784129	438.960634052264	501.486232504374	502.367815378516
ENSG00000007541	PIGQ	"phosphatid	symbol	descriptionylinositol glycan anchor biosynthesis class Q"	133.422891144336	394.533759590774	139.984358720266	346.11070728873	134.916148947299	233.359343060237	211.204598594738	223.126169468427	135.115461607396	227.702125950602
ENSG00000007545	CRAMP1	"cramped chromatin regulator homolog 1"	219.094431773857	410.836807507748	214.687550152715	370.424269370996	198.011263380364	254.436961143097	252.775027524496	233.334556306851	190.980508233531	284.627657438253
ENSG00000007866	TEAD3	"TEA domain transcription factor 3"	386.926384318575	533.109666885054	343.903881279115	522.026480001596	373.872114246993	391.441478681688	454.592755070579	485.627545313635	394.952887775466	431.210901018953
ENSG00000007923	DNAJC11	"DnaJ heat shock protein family (Hsp40) member C11"	1855.982638392	1987.34154107915	1625.29916494924	1859.27239452623	1762.63585639606	1382.08952857611	1670.1925558714	1496.25784231768	1871.47906197552	1538.41248845376
ENSG00000007968	E2F2	"E2F transcription factor 2"	410.802059575983	557.564238760515	371.496951988398	532.037946741353	430.254982463775	436.607803144959	472.696006378699	434.585611121511	441.074030920298	445.442283890866
ENSG00000008018	PSMB1	"proteasome subunit beta 1"	4060.26924524501	3174.20342943486	4059.54640288771	3647.03431233992	4442.16454593645	5144.44435636664	4754.45018614377	4859.19213509018	4639.39724423088	4663.62416712577
ENSG00000008083	JARID2	"jumonji and AT-rich interaction domain containing 2"	693.799033950549	715.703803555164	665.598705645879	717.965186193976	675.251969358124	525.434907922727	633.613795784214	546.877866344183	648.294378289334	577.794144599653
ENSG00000008130	NADK	"NAD kinase"	1172.01476484156	1574.8744287797	1166.31198876068	1543.19608745677	1180.68410944427	1293.26242379834	1329.58323496306	1257.08992210316	1201.0985024619	1265.16993731303
ENSG00000008282	SYPL1	"synaptophysin like 1"	679.75451909325	373.339797298707	824.427112655412	449.085793754798	622.896448871113	654.911704717439	643.000666832869	628.544961051581	563.847214784711	774.187228232048
ENSG00000008294	SPAG9	"sperm associated antigen 9"	2705.67578725857	4418.12598549999	2879.7743796347	4266.31504067058	2886.26587300192	4110.13552615772	2915.96444218576	4096.47980416216	2914.0767344749	3940.66991723261
ENSG00000008311	AASS	"aminoadipate-semialdehyde synthase"	462.766764547987	528.218752509962	469.755203782431	494.852498850828	434.282330193545	436.607803144959	455.933736648958	418.543860375415	470.955334929626	468.212496485926
ENSG00000008323	PLEKHG6	"pleckstrin homology and RhoGEF domain containing G6"	294.232586260405	609.733992094832	251.029643282015	457.667050960304	281.914341083909	391.441478681688	354.689627481322	436.043952098429	275.427671738154	438.326592454909
ENSG00000008324	SS18L2	"SS18 like 2"	430.464380376201	277.15181458856	388.321995103814	330.378402411969	453.747844220767	504.357289839867	493.481220843578	481.252522382881	436.526875962357	473.905049634691
ENSG00000008394	MGST1	"microsomal glutathione S-transferase 1"	4025.86018384463	1534.11680898727	3634.20931292998	1823.51715616996	3962.9101660938	3113.46529966819	2714.81720542887	3106.26628083496	3732.56462690432	3227.67763534979
